Name,SMILES,Mol Wt,LogP,TPSA,HBD,HBA,AtomCount,RotatableBonds,MR,Lipinski,Ghose,Veber,Egan,PassScore
Salicylamide,C1=CC=C(C(=C1)C(=O)N)O,137.138,0.4910999999999999,63.32000000000001,2,2,10,1,36.6247,True,False,True,True,3
Triacetin,CC(=O)OCC(COC(=O)C)OC(=O)C,218.20499999999998,0.044299999999999784,78.9,0,6,15,5,48.82000000000003,True,False,True,True,3
Kinetin,C1=COC(=C1)CNC2=NC=NC3=C2NC=N3,215.21600000000004,1.5579999999999996,79.63000000000001,2,5,16,3,57.71840000000001,True,False,True,True,3
Benzethonium Chloride,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCOCC[N+](C)(C)CC2=CC=CC=C2.[Cl-],448.09100000000024,3.0764000000000014,18.46,0,2,31,11,126.97540000000006,True,True,False,True,3
Dicoumarol,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,336.29900000000004,2.9014000000000024,100.88000000000001,2,6,25,2,91.10360000000004,True,True,True,True,4
4-Chloro-3-methylphenol,CC1=C(C=CC(=C1)O)Cl,142.58499999999998,2.3540200000000007,20.23,1,1,9,0,37.85380000000001,True,False,True,True,3
Cloxacillin,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,435.8890000000002,2.5487200000000003,112.74,2,6,29,4,106.66800000000003,True,True,True,True,4
4-Aminobenzoic Acid,C1=CC(=CC=C1C(=O)O)N,137.13799999999995,0.9670000000000001,63.31999999999999,2,2,10,1,37.81369999999999,True,False,True,True,3
Allantoin,C1(C(=O)NC(=O)N1)NC(=O)N,158.117,-2.1798,113.32000000000001,4,3,11,1,33.1815,True,False,True,False,2
8-Hydroxyquinoline,C1=CC2=C(C(=C1)O)N=CC=C2,145.16099999999997,1.9403999999999992,33.120000000000005,1,2,11,0,43.40780000000002,True,False,True,True,3
Choline Chloride,C[N+](C)(C)CCO.[Cl-],139.62599999999998,-3.3110999999999975,20.23,1,1,8,2,29.985199999999985,True,False,True,False,2
(-)-Menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,156.26899999999998,2.4395000000000007,20.23,1,1,11,1,47.34980000000002,True,False,True,True,3
Hydroxyurea,C(=O)(N)NO,76.05499999999999,-0.9561000000000002,75.35000000000001,3,2,5,0,14.5056,True,False,True,True,3
Ethosuximide,CCC1(CC(=O)NC1=O)C,141.17,0.4492,46.17,1,2,10,1,36.164699999999996,True,False,True,True,3
Pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,248.32600000000002,1.9055999999999997,57.28,3,3,18,6,72.93920000000003,True,False,True,True,3
Praziquantel,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,312.4130000000001,2.5349000000000013,40.620000000000005,0,2,23,1,87.75500000000005,True,True,True,True,4
Azathioprine,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],277.26900000000006,1.1458,115.42000000000002,1,8,19,3,65.6691,True,False,True,True,3
Piperazine,C1CNCCN1,86.138,-0.8208,24.06,2,2,6,0,25.739399999999993,True,False,True,True,3
Acetazolamide,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,222.251,-0.8561000000000003,115.04,2,6,13,2,45.5859,True,False,True,True,3
Clotrimazole,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,344.845,5.376700000000004,17.82,0,2,25,4,101.84300000000003,True,True,True,False,3
Ketoprofen,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,254.285,3.1057000000000006,54.370000000000005,1,2,19,4,72.36730000000004,True,False,True,True,3
Ribavirin,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,244.20699999999994,-3.0114999999999994,143.72000000000003,4,8,17,3,51.54930000000002,True,False,False,False,1
Chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,304.217,3.3779000000000012,40.54,1,2,19,9,80.66880000000005,True,False,True,True,3
Chlorothiazide,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,295.729,0.12989999999999996,118.68999999999998,2,5,17,1,62.1257,True,False,True,True,3
Dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,504.6360000000005,-0.017599999999998117,145.44,4,12,36,12,140.0252,False,False,False,False,0
Furosemide,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,330.749,1.8907,122.62999999999998,3,5,21,5,75.81920000000001,True,True,True,True,4
Terfenadine,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,471.6850000000001,6.445800000000009,43.7,2,3,35,8,144.38259999999988,True,False,True,False,2
Phenytoin,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,252.273,1.7696,58.2,2,2,19,2,70.33840000000004,True,False,True,True,3
Mitoxantrone,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,444.4880000000002,-0.1392000000000001,163.18,8,10,32,12,119.96900000000005,True,True,False,False,2
Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,261.08899999999994,1.884,41.57,1,2,14,5,59.19120000000003,True,False,True,True,3
6-Aminohexanoic Acid,C(CCC(=O)O)CCN,131.17499999999998,0.5901000000000001,63.31999999999999,2,2,9,5,35.15819999999999,True,False,True,True,3
Prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.4080000000001,1.7845999999999995,106.95000000000002,1,8,28,4,103.87890000000002,True,True,True,True,4
Clonidine,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,230.09799999999998,2.3645000000000005,36.42,2,3,14,1,60.389400000000016,True,False,True,True,3
Thioguanine,C1=NC2=C(N1)C(=S)N=C(N2)N,167.197,0.5976899999999998,83.38,3,4,11,0,43.48579999999999,True,False,True,True,3
Sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,404.49100000000016,3.7955000000000023,57.690000000000005,0,3,29,6,113.68040000000002,True,True,True,True,4
Hydralazine,C1=CC=C2C(=C1)C=NN=C2NN,160.18,0.9153999999999995,63.83,2,4,12,1,47.34810000000001,True,False,True,True,3
Propafenone,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,341.451,3.2414000000000027,58.56,2,4,25,11,100.19800000000005,True,True,False,True,3
Phentolamine,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,281.359,2.8404200000000013,47.86,2,4,21,4,86.59650000000005,True,True,True,True,4
Fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,360.837,4.680000000000004,52.6,0,4,25,6,97.26150000000004,True,True,True,True,4
Trimethoprim,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,290.32300000000004,1.2575999999999996,105.50999999999999,2,7,21,5,79.76080000000002,True,True,True,True,4
Gemfibrozil,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,250.33799999999994,3.573240000000002,46.53,1,2,18,6,72.06180000000005,True,False,True,True,3
Primidone,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,218.256,0.5378999999999994,58.2,2,2,16,2,59.56340000000003,True,False,True,True,3
Sulfathiazole,C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,255.324,1.5260999999999998,85.08,2,5,16,3,63.77690000000001,True,False,True,True,3
Oxalic Acid,C(=O)(C(=O)O)O,90.03399999999999,-0.8443999999999998,74.60000000000001,2,2,6,0,15.2716,True,False,True,True,3
Oxolinic Acid,CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,261.23299999999995,1.4483,77.76,1,5,19,2,66.96430000000002,True,False,True,True,3
Mycophenolic Acid,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O,320.341,2.7332200000000006,93.06,2,5,23,6,82.84610000000004,True,True,True,True,4
Chlorzoxazone,C1=CC2=C(C=C1Cl)NC(=O)O2,169.56699999999998,1.7744999999999997,46.0,1,2,11,0,41.844699999999996,True,False,True,True,3
Methocarbamol,COC1=CC=CC=C1OCC(COC(=O)N)O,241.24299999999994,0.5301999999999998,91.01,2,5,17,6,60.03120000000003,True,False,True,True,3
Triamterene,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,253.26899999999995,0.8333999999999999,129.62,3,7,19,1,73.80119999999998,True,False,True,True,3
Altretamine,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,210.285,0.0696000000000001,48.39000000000001,0,6,15,3,62.808000000000035,True,False,True,True,3
Guaifenesin,COC1=CC=CC=C1OCC(CO)O,198.21799999999996,0.4272000000000001,58.92,2,4,14,5,51.58160000000003,True,False,True,True,3
Carisoprodol,CCCC(C)(COC(=O)N)COC(=O)NC(C)C,260.334,2.0227,90.65,2,4,18,7,68.17010000000005,True,False,True,True,3
Miconazole,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,416.135,6.454800000000004,27.05,0,3,25,6,102.68100000000001,True,False,True,False,2
Azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,748.9960000000002,1.9007000000000054,180.07999999999998,5,14,52,7,194.1789999999994,False,False,False,False,0
Tacrolimus,C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(/C1)\C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC,804.0310000000002,4.639000000000004,178.35999999999999,3,12,57,7,212.5923999999993,False,False,False,False,0
Hexachlorophene,C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,406.9069999999999,6.609000000000001,40.46,2,2,21,2,89.0796,True,False,True,False,2
Kynurenic Acid,C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,189.17,1.2263,70.16,2,2,14,1,51.528000000000006,True,False,True,True,3
Metoprolol,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,267.36899999999997,1.6131999999999997,50.72,2,4,19,9,76.66250000000004,True,False,True,True,3
Nicardipine,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC,479.5330000000002,3.677800000000003,111.01,1,8,35,9,130.1241,True,False,True,True,3
Promethazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,284.428,4.239400000000003,6.48,0,3,20,3,87.16200000000006,True,True,True,True,4
Naringin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC=C(C=C5)O)O)CO)O)O)O)O)O,580.5390000000006,-1.1652,225.05999999999997,8,14,41,6,134.1469000000001,False,False,False,False,0
Nadolol,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,309.40600000000006,0.6348,81.95,4,5,22,5,85.12110000000003,True,True,True,True,4
Hydroflumethiazide,C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1,331.29699999999997,0.014099999999999946,118.35999999999999,3,5,20,1,61.628400000000006,True,True,True,True,4
Propranolol,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,259.349,2.577500000000001,41.489999999999995,2,3,19,6,78.58850000000005,True,False,True,True,3
Bendroflumethiazide,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,421.4220000000001,1.6253999999999997,118.35999999999999,3,5,27,3,90.6954,True,True,True,True,4
Levamisole,C1CSC2=N[C@H](CN21)C3=CC=CC=C3,204.29800000000003,2.1460999999999997,15.6,0,3,14,1,60.64900000000003,True,False,True,True,3
Oxymetazoline,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,260.381,2.850740000000001,44.620000000000005,2,3,19,2,80.28950000000003,True,False,True,True,3
Spectinomycin,C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O,332.353,-2.9255999999999966,129.51000000000002,5,9,23,2,76.36380000000004,True,False,True,False,2
Dicloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,470.3340000000002,3.2021200000000007,112.74,2,6,30,4,111.67800000000004,True,True,True,True,4
Triprolidine,CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3,278.39899999999994,3.917520000000003,16.130000000000003,0,2,21,4,88.16900000000005,True,True,True,True,4
Choline,C[N+](C)(C)CCO,104.17299999999999,-0.3150999999999999,20.23,1,1,7,2,29.985199999999985,True,False,True,True,3
Tris(hydroxymethyl)aminomethane,C(C(CO)(CO)N)O,121.136,-2.339199999999999,86.71000000000001,4,4,8,3,28.175799999999995,True,False,True,False,2
Naringenin,C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,272.256,2.5099000000000022,86.99000000000001,3,5,20,1,70.19490000000002,True,True,True,True,4
Mechlorethamine,CN(CCCl)CCCl,156.056,1.3958,3.24,0,1,8,4,38.93700000000001,True,False,True,True,3
Dihydroergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,583.689,2.0811000000000006,118.21,3,6,43,4,157.36619999999974,True,False,True,True,3
(+-)-Chlorpheniramine,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,274.795,3.8186000000000027,16.130000000000003,0,2,19,5,80.70300000000005,True,False,True,True,3
Methylergometrine,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,339.4390000000001,1.9247,68.36,3,3,25,4,99.19520000000006,True,True,True,True,4
Pseudoephedrine,C[C@@H]([C@H](C1=CC=CC=C1)O)NC,165.236,1.3278999999999999,32.26,2,2,12,3,49.92350000000003,True,False,True,True,3
Daidzein,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,254.24099999999999,2.8712000000000018,70.67,2,4,19,1,71.24960000000002,True,False,True,True,3
Sulfisoxazole,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,267.31,1.67444,98.22,2,5,18,3,67.63990000000001,True,False,True,True,3
Baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,213.66399999999996,1.8569999999999995,63.31999999999999,2,2,14,4,55.500200000000014,True,False,True,True,3
Mefenamic Acid,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,241.29,3.7452400000000017,49.33,2,2,18,3,72.60000000000004,True,False,True,True,3
Chlorthalidone,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,338.77200000000005,0.9242000000000001,109.49000000000001,3,4,22,2,79.73220000000002,True,True,True,True,4
Sulfamethizole,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,270.339,1.22952,97.97,2,6,17,3,66.30890000000001,True,False,True,True,3
Antipyrine,CC1=CC(=O)N(N1C)C2=CC=CC=C2,188.23000000000005,1.4844199999999999,26.93,0,3,14,1,55.74700000000003,True,False,True,True,3
Sulfacetamide,CC(=O)NS(=O)(=O)C1=CC=C(C=C1)N,214.246,0.09360000000000002,89.26,2,4,14,2,51.85690000000002,True,False,True,True,3
Propylthiouracil,CCCC1=CC(=O)NC(=S)N1,170.237,1.38499,48.65,2,2,11,2,46.2424,True,False,True,True,3
Hesperetin,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O,302.2819999999999,2.5185000000000026,96.22000000000001,3,6,22,2,76.74690000000001,True,True,True,True,4
Lisinopril,C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O,405.49500000000006,1.2352000000000014,132.96,4,5,29,12,108.38670000000009,True,True,False,False,2
Cefazolin,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O,454.51900000000023,-0.6360799999999995,156.09,2,12,29,7,102.87150000000003,True,False,False,False,1
Guanidine,C(=N)(N)N,59.071999999999996,-1.1614300000000002,75.89,3,1,4,0,16.1015,True,False,True,False,2
Diclofenac sodium,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],318.135,0.033399999999999486,52.16,1,3,20,4,74.89770000000003,True,True,True,True,4
Naproxen,C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,230.26299999999998,3.036500000000001,46.53,1,2,17,3,66.55080000000004,True,False,True,True,3
Paraxanthine,CN1C=NC2=C1C(=O)N(C(=O)N2)C,180.167,-1.0397,72.68,1,5,13,0,46.575700000000005,True,False,True,False,2
Acebutolol Hydrochloride,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C.Cl,372.8930000000001,2.7873000000000014,87.66,3,5,25,10,101.87270000000004,True,True,True,True,4
Beta-Propiolactone,C1COC1=O,72.06299999999999,-0.06669999999999998,26.3,0,2,5,0,15.576,True,False,True,True,3
Propranolol Hydrochloride,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,295.81,2.9993000000000016,41.489999999999995,2,3,20,6,85.83650000000004,True,True,True,True,4
Pyridostigmine Bromide,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],261.11899999999997,-2.4244999999999974,33.42,0,2,14,1,47.32900000000002,True,False,True,False,2
Isosorbide Dinitrate,C1[C@H]([C@@H]2[C@H](O1)[C@H](CO2)O[N+](=O)[O-])O[N+](=O)[O-],236.13599999999997,-1.0621999999999998,123.20000000000002,0,8,16,4,43.214800000000025,True,False,True,False,2
Octopamine,C1=CC(=CC=C1C(CN)O)O,153.181,0.3842999999999995,66.48,3,3,11,2,42.12100000000001,True,False,True,True,3
Carbetapentane,CCN(CC)CCOCCOC(=O)C1(CCCC1)C2=CC=CC=C2,333.472,3.400000000000002,38.77,0,4,24,10,96.15400000000007,True,True,True,True,4
Zinc,[Zn],65.39,-0.0025,0.0,0,0,1,0,0.0,True,False,True,True,3
(+-)-Quinacrine,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC,399.9660000000002,5.972400000000006,37.39,1,4,28,9,120.91770000000007,True,False,True,False,2
Primaquine,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2,259.353,2.782700000000001,60.17,2,4,19,6,79.66810000000004,True,False,True,True,3
alpha Lipoic acid,C1CSSC1CCCCC(=O)O,206.33199999999994,2.785100000000001,37.3,1,3,12,5,54.55780000000003,True,False,True,True,3
Leucovorin,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,473.44600000000025,-0.7310999999999972,219.83999999999997,7,9,34,10,120.78230000000005,True,False,False,False,1
Gamma-Aminobutyric Acid,C(CC(=O)O)CN,103.12100000000001,-0.19009999999999982,63.31999999999999,2,2,7,3,25.924199999999995,True,False,True,True,3
Pyrilamine,CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2,285.391,2.6584000000000003,28.6,0,4,21,7,86.83500000000006,True,True,True,True,4
Retinol Palmitate,CCCCCCCCCCCCCCCC(=O)OC/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(CCCC1(C)C)C,524.8740000000004,11.542499999999986,26.3,0,2,38,20,167.39699999999962,False,False,False,False,0
Nylidrin,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,299.414,3.4250000000000025,52.489999999999995,3,3,22,7,89.88930000000005,True,True,True,True,4
Streptozocin,CN(C(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1O)CO)O)O)N=O,265.222,-2.890899999999998,151.92000000000002,5,8,18,3,55.856900000000024,True,False,False,False,1
Mci-186,CC1=NN(C(=O)C1)C2=CC=CC=C2,174.203,1.7992,32.67,0,2,13,1,51.654000000000025,True,False,True,True,3
Fenbendazole,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3,299.355,3.892400000000001,67.00999999999999,2,4,21,3,82.68640000000002,True,True,True,True,4
Astemizole,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,458.58100000000013,5.3513000000000055,42.32,1,5,34,8,135.01769999999996,True,False,True,False,2
Thiouracil,C1=CNC(=S)NC1=O,128.156,0.43248999999999993,48.65,2,2,8,0,32.2474,True,False,True,True,3
Benzocaine,CCOC(=O)C1=CC=C(C=C1)N,165.19199999999998,1.4455,52.32,1,3,12,2,46.81090000000002,True,False,True,True,3
Bithionol,C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl,356.057,5.862600000000001,40.46,2,3,19,2,80.3766,True,False,True,False,2
Cycloheximide,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,281.352,1.0414999999999999,83.47,2,4,20,3,72.55650000000003,True,True,True,True,4
Procaine,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,236.315,1.7673999999999999,55.56,1,4,17,6,68.92490000000004,True,False,True,True,3
Guaiazulene,CC1=C2C=CC(=C2C=C(C=C1)C(C)C)C,198.30899999999997,4.531640000000003,0.0,0,0,15,1,66.62700000000004,True,False,True,True,3
Nitrofurantoin,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],238.159,0.07349999999999984,118.05000000000001,1,6,17,3,53.201100000000004,True,False,True,True,3
Mephenesin,CC1=CC=CC=C1OCC(CO)O,182.219,0.7270199999999998,49.69,2,3,13,4,49.76660000000003,True,False,True,True,3
Oxazolidin,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3,324.38000000000005,3.493400000000002,60.85000000000001,1,3,24,5,92.53580000000002,True,True,True,True,4
Pipobroman,C1CN(CCN1C(=O)CCBr)C(=O)CCBr,356.05800000000005,1.2272,40.620000000000005,0,2,16,4,69.98200000000003,True,False,True,True,3
"1,8-Cineole",CC1(C2CCC(O1)(CC2)C)C,154.25300000000001,2.7441000000000013,9.23,0,1,11,0,45.52700000000002,True,False,True,True,3
Alprenolol,CC(C)NCC(COC1=CC=CC=C1CC=C)O,249.35399999999998,2.1528000000000005,41.489999999999995,2,3,18,8,74.98350000000003,True,False,True,True,3
Nicardipine Hydrochloride,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,515.9940000000003,4.099600000000004,111.01,1,8,36,9,137.37209999999993,True,False,True,True,3
(+-)-Trimeprazine,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,298.455,4.487000000000004,6.48,0,3,21,4,91.73100000000007,True,True,True,True,4
Bromhexine,CN(CC1=C(C(=CC(=C1)Br)Br)N)C2CCCCC2,376.1360000000002,4.558300000000004,29.259999999999998,1,2,18,3,84.59440000000004,True,False,True,True,3
Chloroquine Phosphate,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl.OP(=O)(O)O.OP(=O)(O)O,515.868,2.9534000000000047,183.68,7,5,32,8,125.38550000000006,False,False,False,False,0
Amphetamine,CC(CC1=CC=CC=C1)N,135.20999999999995,1.5763,26.02,1,1,10,2,43.79540000000002,True,False,True,True,3
DL-alpha-Tocopherol,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,430.7170000000002,8.840260000000002,29.46,1,2,31,12,134.3908,True,False,False,False,1
4-(Aminomethyl)cyclohexanecarboxylic acid,C1CC(CCC1CN)C(=O)O,157.21300000000002,0.8361000000000001,63.32000000000001,2,2,11,2,42.1382,True,False,True,True,3
Tetracycline,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O,444.4400000000001,-0.37099999999999905,181.62000000000003,6,9,32,2,110.11140000000006,True,True,False,False,2
Phenacetin,CCOC1=CC=C(C=C1)NC(=O)C,179.21899999999997,2.0436999999999994,38.33,1,2,13,3,51.914700000000025,True,False,True,True,3
Glutathione,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,307.32800000000003,-2.2060999999999984,158.82000000000002,6,6,20,9,71.27440000000003,True,False,False,False,1
4-Chlorophenol,C1=CC(=CC=C1O)Cl,128.558,2.0456000000000008,20.23,1,1,8,0,33.1168,True,False,True,True,3
Monocrotaline,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O,325.36100000000005,-0.3925999999999993,96.3,2,7,23,0,79.31160000000003,True,True,True,True,4
Prazosin Hydrochloride,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,419.8690000000001,2.2064,106.95000000000002,1,8,29,4,111.1269,True,True,True,True,4
Clonazepam,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,315.716,3.037700000000002,84.6,1,4,22,2,83.68410000000002,True,True,True,True,4
Pyrithione,C1=CC(=S)N(C=C1)O,127.16799999999996,1.45489,25.16,1,3,8,0,32.45049999999999,True,False,True,True,3
Naphazoline Hydrochloride,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,246.741,2.805800000000002,24.39,1,2,17,2,75.20470000000005,True,False,True,True,3
"Retinol, acetate",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/COC(=O)C)/C)/C,328.4960000000001,6.081100000000006,26.3,0,2,24,6,102.75900000000006,True,False,True,False,2
Furazolidone,C1COC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],225.16,0.9739,98.18,0,6,16,3,51.010400000000004,True,False,True,True,3
"2,5-Dihydroxybenzoic acid",C1=CC(=C(C=C1O)C(=O)O)O,154.12099999999998,0.7959999999999998,77.76,3,3,11,1,36.730900000000005,True,False,True,True,3
